property_type,neighborhood,address,room_num,floor,area,garden_area,days_to_enter,num_of_payments,monthly_arnona,building_tax,total_floors,description,has_parking,has_storage,elevator,ac,handicap,has_bars,has_safe_room,has_balcony,is_furnished,is_renovated,price,num_of_images,distance_from_center
דירה,הצפון החדש החלק הצפוני,בני דן 14,1.5,0,35,0,0,12,160,70,0," בצפון החדש צמוד ךפארק הירקון לטווח קצר. הדירה דירת חדר מקורית לא מחולקת. הדירה חמודה,מאווררת עם מרפסת סגורה היכולה לשמש כפינת שינה נפרדת.
לדירה מטבח נפרד מקלחת ושירותים מקרר מכונת כביסה ומייבש.
הדירה לפני פינוי בינוי ולכן החוזה ל 3 חודשים עם אפשרות להארכה אם ההריסה תתעכב. התמונות רק להמחשה הדירה להשכרה ללא ריהוט.",0,0,0,1,1,1,0,1,0,0,4660,11,5274
דירה,הצפון החדש החלק הצפוני,אבן גבירול 166,2,0,47,0,0,12,250,100,3,"רחוב: אבן גבירול
בצפון הישן 
דירה של  2  חדרים,כ - 47 מטר, קומה ק""ק פונה לעורף שקטה מאוד.
ליד שדרות נורדאו.
סלון עם פינת עבודה \ אוכל.
חדר שינה עם מזגן
מקלחת ושורתים ביחיד.
מסודרת מאוד.
בניין מסודר,עם אינטרקום.
קומה: ק""ק מתוך - 3  
כניסה מידית.",0,0,0,1,0,1,0,0,0,1,5000,2,3733
דירה,הצפון החדש החלק הצפוני,פנקס 9,3.5,2,110,0,0,12,1000,300,4,"
דירה של  3.5  חדרים,כ - 110 מטר, מסודרת ומטופחת פונה לעורף פתוח.

סלון עם פינת אוכל

חדרי שינה עם מזגנים.

חצי חדר עם מזגן וארון.

מקלחת ושורתים בנפרד.

3  כוון אויר.

חניה פרטית,ומעלית.

כניסה מידית. 

 ",1,0,1,1,0,0,0,0,0,1,10500,7,3083
דירה,נוה אליעזר,מחל 38,3.5,4,85,0,,12,750,300,7,"***ללא תיווך***
דירה מרווחת (85 מ""ר) ומלאה באור במח""ל, תל אביב.
דירת 3.5 חדרים עם ממ""ד, מזגן, חניה פרטית, שני שירותים, מרפסת שמש ומרפסת שירות.
הדירה נמצאת בבניין עם שתי מעליות וקודן בכניסה לבניין.
הדירה נמצאת באיזור שקט ואפשר להגיע לכל מקום.
בסביבה יש סופרים, מספרות, טמבוריה, 10 דקות לסופר פארם, מאפיות וכו'...
עדיפות גדולה לטווח ארוך !
ללא בעלי חיים.
תאריך כניסה: 1.10.22
ארונה לחודשיים: 750 ש""ח
ועד: 300 ש""ח
שכר דירה: 6,200 ש""ח
0504225556 / 0507516627",1,1,1,1,1,0,1,1,1,1,6200,8,6444
דירה,הצפון החדש החלק הצפוני,יונתן הופסי 9,2,2,50,0,0,12,450,200,4,"
הצפון הישן 
דירה של  2  חדרים כ - 50  מטר, פונה  לחזית של סלון עם פינת עבודה.
מטבח עם פינת אוכל.
חדר שינה עם מזגן
מקלחת ושורתים ביחיד.
רחוב שקט 
בניין עם קודן
הליכה לפארק הירקון.
כניסה מידית. ",0,0,0,1,0,0,0,0,0,1,5700,4,3613
דירה,הצפון החדש החלק הצפוני,לואי מרשל 10,3,3,78,0,0,12,450,150,4,"
דירה של  3  חדרים, כ - 78  מטר. מסודרת מוארת מקסימה ואיכותית.
סלון עם פינת אוכל.
מטבח נטו.
חדרי שינה עם מזגנים.
3  כוון אויר.
נוף 
בניין עם אינטרקום,וקודן.
מתאימה לשותפים \ זוג.
קומה 3 - ללא מעלית.
כניסה מידית",0,0,0,1,0,0,0,0,0,0,7900,3,3266
דירה להשכרה,הצפון החדש החלק הצפוני,אנטיגונוס,3,2,90,0,0,12,,,4,"ברחוב הכי שקט בעיר , שניה מפארק הירקון דירת 3 חדרים יפיפיה מחולקת נהדר עם סלון גדול ומקום לפינת אוכל  . חזית לצד דרום , סופר מוארת בניין יפה ומטופח ! לא לפספס !",0,0,0,1,0,0,0,1,1,1,4000,4,3354
דירה,צפון יפו,שמעון הצדיק 7,3,0,60,30,0,12,200,200,3,"ללא תיווך - להשכרה דירת גג מהממת בצפון יפו, דקה הליכה מהים⭐️

דירת 3 חדרים (60 מ""ר) משופצת עם מרפסת גג מרהיבה בגודל 30 מ""ר הכוללת גינת גג ממוחשבת 
עם עצי פרי ובוסתן, מערכת דישון וניקוז אוטמטית. 
קיים ריהוט חלקי + ניתן להוסיף ריהוט

💎 שטח הדירה: 60 מ""ר
💎 מרפסת גג: 30 מ""ר
💎מרוהטת ומאובזרת: מקרר, תנור B.I, כיריים B.I, קולט אדים, 3 ארונות בגדים, 3 מיטות, 4 מזגנים
💎 גינת גג ממוחשבת, מדשנת ומנקזת עם עצי פרי
💎 דמי ארנונה ומים: 400 ש""ח לחודש
💎 דמי שכירות: 7,200 ₪",0,0,0,1,0,0,0,1,1,1,7200,15,4.59
דירה,צפון יפו,הדואר 14,4,0,90,0,0,12,200,200,3,"ללא תיווך - להשכרה דירת קרקע מהממת בצפון יפו, דקה הליכה מהים ⭐️
 
דירת 4 חדרים גדולים, משופצת ומפוארת עם עיצוב אדריכלי מרהיב, מטבח מאובזר ואמבטיה מפנקת. בנוסף, הדירה כוללת שירותי אורחים וריהוט חלקי.

💎 שטח: 90 מ""ר
💎 3 כניסות מקוריות
💎 מרוהטת ומאובזרת: מקרר, תנור B.I, כיריים B.I, קולט אדים, 3 ארונות בגדים, 3 מיטות, 4 מזגנים
💎 חדר כביסה 
💎 דמי שכירות: 8,200 ₪
💎 ארנונה + מים + ועד בית: 600 ₪ לחודש

📞 לפרטים נוספים ותיאום:ללא תיווך - להשכרה דירת גג מהממת בצפון יפו, דקה הליכה מהים⭐️

דירת 3 חדרים (60 מ""ר) משופצת עם מרפסת גג מרהיבה בגודל 30 מ""ר הכוללת גינת גג ממוחשבת 
עם עצי פרי ובוסתן, מערכת דישון וניקוז אוטמטית. 
קיים ריהוט חלקי + ניתן להוסיף ריהוט

💎 שטח הדירה: 60 מ""ר
💎 מרפסת גג: 30 מ""ר
💎מרוהטת ומאובזרת: מקרר, תנור B.I, כיריים B.I, קולט אדים, 3 ארונות בגדים, 3 מיטות, 4 מזגנים
💎 גינת גג ממוחשבת, מדשנת ומנקזת עם עצי פרי
💎 דמי ארנונה ומים: 400 ש""ח לחודש
💎 דמי שכירות: 8,200 ₪",0,1,0,1,0,0,0,1,1,1,8200,9,4.57
דירה,צפון יפו,שמעון בן שטח 14,3,2,105,20,0,12,350,600,4,"להשכרה ליד שכונת נגה ביפו
3 דקות הליכה מהים 
דירת 3 חדרים (95 מ""ר)חדשה מלאה באור
3 כיווני אוויר
כולל ממ""ד + 2 מרפסות + חניה תת קרקעית + מעלית
כניסה מיידית  
בניין בוטיק חדש בן 3 שנים 
דירה מוארת יפייפיה מעוצבת אדריכלית ומושקעת
אינטרקום לכניסה לבית 
דמי ניהול: 740ש""ח לחודש 
ארנונה: ש""ח680 לחודשיים (340 ש""חלחודש)",1,1,1,1,1,0,1,1,1,1,13000,5,4.35
דירה,צפון יפו,אברבנאל 4,1,0,35,0,0,12,300,100,3,"רחוב:  אברבנאל 
דירה סטדיו כ - 35 מטר, משופצת מקסימה איכותית ויפה,
פלוס פינת עבודה
 בקומת קרקע.
יש שטח מרוצף בחזית ויציאה לחצר קטנה
 לא מסודרת 
מהדירה לעישון.
מחיר כולל ארנונה מים וועד 4500 שח.",0,0,0,1,0,1,0,0,0,1,4500,2,5.17
דירה,צפון יפו,בר הופמן 6,3,6,66,0,,12,,,7,דירה מדהימה אזור שקט ונעים קומה גבוהה נוף לים יש חניה אזור שקט ונעים מתאים לזוגות,1,0,1,1,1,0,1,1,1,1,8700,6,4.68
דירה,צפון יפו,,3.5,5,122,0,0,12,,,6,"דירה חדשה מקבלן בקרבה לים ולשוק הפשפשים -
בצפון יפו במיקום מרכזי ביותר ובקרבה למסעדות,בתי קפה ופאבים תוססים -
מוצעת להשכרה דירת 3.5 חד' כ- 110 מר בנוי ועוד כ- 12 מר מרפסת מפנקת.
דירה ברמת גימור גבוהה מאוד ! חדרים כולל ממ""ד, מעלית וחנייה פרטית !
מרחק הליכה קצר מהרכבת הקלה",1,0,1,1,1,0,1,1,0,1,10700,4,
סטודיו/לופט,צפון יפו,מעון 10,1,0,40,20,0,6,,,,מי אדם פרטי להשכרה דירה חדר גדול סטודיו  0525789890,0,0,0,0,0,0,0,1,0,0,4400,1,4.79
סטודיו/לופט,צפון יפו,מעון 10,1,0,40,20,0,6,,,,דירת חדר גדול סטודיו מתאים גם לאדם עם  כיסא גלגלים,0,0,0,0,0,0,0,1,0,0,4400,0,4.79
דירה,צפון יפו,קומפרט 7,3,10,80,0,0,12,100,1100,15,"רחוב: קומפרט

שכונת: פלורנטין

פרויקט YBOX

דירה של 3 חדרים 80 מ""ר, עם יציאה למרפסת שמש,נוף פתוח לכל האזור.

קומה 10

מה-1 בספטמבר",1,0,1,1,0,0,1,1,0,1,10700,2,4.86
דירה,צפון יפו,אברבנאל 4,3,0,60,0,0,12,300,200,2,"רחוב: פלורנטיין

דירה של 3 חדרים, משופצת חדשה מקסימה כ - 65 מטר, סלון עם מטבח פתוח.

חדר שינה עם מזגן

מקלחת ושרותים ביחיד.

פונה לעורף

עם אינטרקום וקודן.

בניין בוטיק קטן איכותי הכל חדש

מתאימה לשותפים,ובעלי חיים.

כיריים חשמליו

כניסה מידית.",0,0,0,1,0,1,0,0,0,1,6500,5,5.17
דירה,צפון יפו,"אפ""ק 6",2,6,36,0,0,12,200,200,7,"מתחם נגה צפון יפו

דירת חדר וחצי 36 מטר,( 2 חדרים קטנה ) בקומה 6.

עם מרפסת גדולה מעלית וחניה!

כניסה 1-8",1,0,1,1,0,0,0,0,0,1,5400,8,4.46
דירה,צפון יפו,אברבנאל 4,3,0,65,0,0,12,300,150,3,"רחוב: פלורנטיין

דירה של 3 חדרים, משופצת חדשה מקסימה כ - 65 מטר, סלון עם מטבח פתוח.

חדר שינה עם מזגן

מקלחת ושרותים ביחיד.

פונה לעורף

עם אינטרקום וקודן.

בניין בוטיק קטן איכותי הכל חדש

מתאימה לשותפים,ובעלי חיים.

כיריים חשמליו

כניסה מידית.",0,0,0,1,0,1,0,0,0,1,6300,5,5.17
דירה,צפון יפו,אברבנאל 4,1,0,40,0,0,12,200,,2,"שכונה: פלורנטין 
דירה סדיו כ - 40 מטר, משופצת מקסימה איכותית ויפה,פלוס פינת עבודה
מטבח 
מקלחת ושרותים,ביחיד.
בניין אחרי שיפוץ
מיקום מעולה.
מרכזי.
כניסה: 1.2.2023",0,0,0,1,0,1,0,0,0,1,4500,10,5.17
דירה,צפון יפו,קומפורט 9,4,4,105,12,0,12,800,1300,10,"רחוב קומפורט, בננין ICE VILLAGE, דירה חדשה שלא גרו בה
קומה 4 עם נוף פתוח, 3 חדרי שינה עם ארונות קיר
אחד מהם מאסטר בדרום
ממ""ד, מרספת של 12 מ""ר,
2 מעליות בבניין, חניה רגילה ומחסן",1,1,1,1,1,0,1,1,0,1,12500,5,4.85
דירה,צפון יפו,קומפרט  5,4,9,100,0,0,12,1200,500,20,"שכונת: פלורנטיין 

דירה של  4 חדרים,כ - 110  מטר, חדשה מהקבלן איוכתית ויפה.

סלון עם מטבח פתוח,פלוס פינת אוכל.

יציאה מהסלון למרפסת שמש של 12 מטר.

חדרי שינה עם מזגנים

יח' הורים

ואמבטיה ושורתים נוספים.

חניה פרטית,ומעלית,ומחסן,שומר 24\7

כניסה מידית.",1,0,1,1,0,0,0,1,0,1,13000,6,4.6
כללי,צפון יפו,רזיאל 15,1,0,70,0,0,12,2000,,,"כיכר השעון ביפו , חנות להשכרה במיקום מרכזי על ציר תנועה ראשי.",0,0,0,0,1,0,0,0,0,1,8000,3,4.37
דירה,צפון יפו,מעון 9,3,6,75,0,0,12,500,450,9,"פלורנטיין 
דירה של  3  חדרים, כ - 75  מטר משופצת מקסימה ואיכותית
 ""רביעיית פלורנטין""
מטבח פתוח לסלון.
חדרי שינה.
חדר שינה נוסף
מקלחת ושרותים ביחדי.
יציאה למרפסת שמש של  11  מטר.
חניה תת ק""ק,מעלית
כניסה מידית.",1,0,1,1,0,0,0,1,0,1,8400,6,4.72
חניה,צפון יפו,בן שטח שמעון 6,1,1,8,0,0,12,,,1,חניה רובוטית עליונה ללא צורך בהזזה להשכרה לטווח ארוך בבניין מגורים,1,0,0,0,0,0,0,0,0,0,799,0,6.61
דירה להשכרה,צפון יפו,שמעון בן שטח,3,3,108,0,0,12,,,6,"בפרוייקט החדש במתחם נגה.. בניין יפה ומעוצב, דירה גדולה במיוחד .יפה מוארת ושקטה רואים ים, מעלית חניה ומרפסת שמש מפנקת כדאי מאוד לראות !!",1,0,1,1,1,1,1,1,0,1,7800,4,4.3
דירה,נחלת יצחק,נחלת יצחק 14,3,9,77,0,,12,,800,28,"הדירה בבניין מפואר שבנתה דנקנר, בניין  עם לובי ושמירה 24/7 הכניסה מרחוב עין זיתים רחוב קטן ושקט 
בחזית הבניין גינה מטופחת",1,0,1,1,1,0,1,1,1,0,9000,6,3.62
דירה,נחלת יצחק,נחלת יצחק 18,4,20,100,0,,12,1300,1320,20,"דירה יפה וגבוהה. אור  נוף פרטיות מכל כוון.
חניה מקורה.
ללא ריהוט
לובי & שומר 24/7
גם לשותפים.
(ת  וו  ך )",1,0,1,1,0,0,1,1,0,1,8999,0,3.71
דירה להשכרה,נחלת יצחק,,3,20,300,0,,,,,20,"בפארק צמרת! טריפלקס מרהיב, 300 מ""ר נטו המתפרסים על 3 קומות,מעלית פרטית,בריכה פרטית,סלון רחב ידיים עם יציאה למרפסת שמש ענקית ולנוף עוצר נשימה,בית חכם,מרוהטת קומפלט ברמה הכי גבוהה שיש!מס נכס 2376982                                    
                                    נכס בבלעדיות משרד התיווך",1,1,1,1,0,0,0,1,1,0,,2,
דירה,מרכז יפו מזרחית לשדרות ירושלים,יהודה הימית 5,3,4,100,0,0,12,900,33,4,"להשכרה !! מחיר: 7900 ש""ח
רחוב: יהודה הימית
יפו תל אביב
פנטהאוס של 3 חדרים כ - 100 מטר בנוי עם יציאה למרפסת גג פרטי בשטח של 90 מר ישירות מהסלון
נוף פתוח.
סלון פתוח למטבח
הדירה ממוזגת
3 כיווני אויר.
עברה שיפוץ כללי
מתאימה לשותפים \ זוג.
בניין ללא מעלית,וללא חניה.
הבניין עובר שיפוץ ותוספת של מעלית.
עבודות שיקחו עוד כחצי שנה עד שמונה חודשים
לכן המחיר הוא מופחת לשנה הראשונה בלבד.
כניסה מידית.",0,0,0,1,0,0,0,1,0,1,7900,6,5.7
דירה,מרכז יפו מזרחית לשדרות ירושלים,ירושלים 63,1,1,30,0,0,12,,,4,"דירת סטודיו, ברחוב הראשי של יפו, במיקום מדהים בשדרות ירושלים פינת יהודה הימית, רבע שעה הליכה לנמל יפו, 4 דקות מאצטדיון בלומפילד, 5 דקות משוק הפשפשים.
תחנת רכבת קלה בדקה הליכה.
לכניסה מיידית, מתאים ליחיד/זוג.
לפרטים נוספים צרו קשר",0,0,0,0,0,0,0,0,0,0,3200,4,0.8
דירה,מרכז יפו מזרחית לשדרות ירושלים,עממי שד ירושלים 111,3,3,85,0,0,12,700,350,5,"יפו

בפרויקט יפו בשדרה דירת 3 חדרים כ-85 מ""ר,קומה 3.

בניין בוטיק עם 13 דיירים.

דירה חדשה, יפיפייה,מסודרת ונעימה ,עם 3 כיווני אוויר

( צפון מערב ומזרח)

מרפסת שמש,מעלית ,ממ""ד ,חניה תת קרקעית ומרוהטת חלקית

( ארונות קיר ,מדיח ,תנור,כריים וקולט אדים).

מיקום מצוין בקרבת המכללה האקדמית,שוק הפשפשים,פארקים.

גנים ציבוריים, בתי ספר וגני ילדים.

כניסה:1.1.21.",1,0,1,1,0,0,1,1,0,1,7500,7,6.15
